Values,MAE,RMSE,R_squared
0.0,0.16382228582132832,0.3263279783303466,0.9795325354357933
1.0,0.1492623958014737,0.23676143356965088,0.9846294468293884
2.0,0.18965455277303822,0.49069590883723996,0.9644886397776998
