Values,MAE,RMSE,R_squared
134.64466094067262,0.14268164526273505,0.164388675214636,0.9805147276342446
170.0,0.154167606114104,0.314662218757422,0.9725850908178715
205.35533905932738,0.14660336840435859,0.18850040473494914,0.9945885385085806
220.0,0.1854885073720085,0.4494836038135443,0.9785364854151042
270.0,0.19259170569157144,0.47133059435804175,0.9473428702049376
